,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
2484,white,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,6,16.049382716049383,975.0,21.543985637342907,93.3572710951526
2485,white,8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,5,19.23076923076923,452.38095238095235,24.447031431897557,97.78812572759023
2486,white,8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,5,22.22222222222222,431.81818181818176,25.851938895417156,97.53231492361927
2487,white,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,6,21.818181818181817,100.0,126.61870503597123,97.84172661870504
2488,white,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,7,32.857142857142854,54.70588235294118,210.91811414392058,98.01488833746897
2489,white,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,8,34.44444444444444,700.0,22.471910112359552,97.37827715355806
2490,white,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,6,24.299065420560748,1033.3333333333335,12.987012987012987,97.4025974025974
2491,white,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6,31.746031746031747,439.13043478260875,38.91708967851099,96.44670050761421
2492,white,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8,23.60248447204969,160.0,86.52657601977751,96.41532756489494
2493,white,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5,15.93625498007968,156.25,93.02325581395348,97.38372093023256
2494,white,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6,31.89655172413793,88.88888888888889,135.30066815144767,93.54120267260579
2495,white,7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,6,41.32231404958678,1250.0,10.869565217391305,97.82608695652173
2496,white,7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,5,8.609271523178808,520.0,24.570024570024568,93.36609336609337
2497,white,6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,6,28.7292817679558,79.03225806451614,181.02189781021897,96.35036496350365
2498,white,7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,8,30.90909090909091,642.1052631578948,25.232403718459494,96.94555112881805
2499,white,7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,8,31.858407079646017,1154.5454545454545,14.304291287386219,94.92847854356307
2500,white,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7,28.22085889570552,196.7741935483871,83.10991957104558,93.83378016085791
2501,white,8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.34,11.9,7,21.604938271604937,188.88888888888889,73.6842105263158,95.90643274853801
2502,white,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,4,24.59016393442623,1155.5555555555554,9.424083769633508,96.33507853403141
2503,white,8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,7,18.0327868852459,328.20512820512823,45.5075845974329,93.34889148191365
2504,white,6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,7,30.76923076923077,325.64102564102564,56.76855895196506,94.61426491994177
2505,white,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,5,24.022346368715084,500.0,22.69861286254729,98.36065573770492
2506,white,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5,26.573426573426573,1036.3636363636363,14.1206675224647,97.5609756097561
2507,white,7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,6,28.79581151832461,57.79220779220779,204.7872340425532,97.07446808510639
2508,white,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6,25.74850299401197,143.0769230769231,98.63429438543247,95.59939301972686
2509,white,6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,8,33.980582524271846,500.0,33.56643356643357,95.1048951048951
2510,white,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,7,23.484848484848484,771.4285714285714,20.92675635276532,97.15994020926756
2511,white,6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,6,35.44303797468354,184.21052631578948,90.18987341772151,98.10126582278481
2512,white,6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,7,29.551451187335093,185.96491228070175,92.98531810766721,97.87928221859707
2513,white,6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,7,36.52173913043478,807.1428571428572,21.052631578947366,96.2406015037594
2514,white,6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,4,15.625,678.5714285714287,19.39058171745152,95.56786703601107
2515,white,6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,3.33,0.33,10.1,7,25.0,841.6666666666667,17.569546120058565,98.09663250366032
2516,white,7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,6,23.157894736842103,1211.111111111111,12.605042016806724,98.03921568627452
2517,white,7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,5,16.52173913043478,234.21052631578948,48.284625158831005,96.56925031766201
2519,white,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6,19.82758620689655,547.3684210526316,24.111675126903553,96.44670050761421
2520,white,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,7,25.30864197530864,130.43478260869566,107.47663551401867,96.96261682242991
2521,white,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6,20.441988950276244,115.85365853658537,75.09157509157508,97.98534798534799
2522,white,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,7,19.83471074380165,459.25925925925924,37.86816269284712,96.77419354838709
2523,white,6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,7,23.07692307692308,658.8235294117648,26.153846153846153,95.38461538461539
2524,white,6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,3.15,0.69,11.4,6,4.477611940298507,670.5882352941177,23.70990237099024,96.23430962343096
2525,white,6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,6,7.352941176470588,670.5882352941177,23.676880222841223,96.10027855153203
2526,white,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,7,34.84848484848485,693.75,22.284122562674092,96.10027855153203
2527,white,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,6,3.968253968253968,1155.5555555555554,12.228260869565217,93.75
2528,white,6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,7,23.68421052631579,141.1764705882353,116.75824175824175,94.78021978021978
2529,white,5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.992,3.54,0.61,12.3,7,24.489795918367346,215.78947368421052,92.98531810766721,92.98531810766721
2530,white,6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,6,30.43478260869565,293.5483870967742,43.29608938547486,92.17877094972067
2531,white,7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,3.24,0.33,10.5,6,24.50980392156863,807.6923076923076,17.426273458445042,95.17426273458445
2532,white,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6,3.7593984962406015,712.5,22.759601706970127,96.72830725462305
2534,white,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7,14.655172413793103,304.44444444444446,73.89162561576354,91.95402298850576
2535,white,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6,17.647058823529413,478.5714285714286,39.88603988603989,94.01709401709402
2536,white,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7,8.391608391608392,941.6666666666667,16.0427807486631,97.59358288770053
2537,white,8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,6,40.55555555555556,1111.111111111111,10.856453558504223,97.70808202653801
2538,white,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,6,26.82926829268293,136.48648648648648,121.51067323481115,96.88013136288997
2539,white,6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,6,28.395061728395063,871.4285714285714,22.0125786163522,97.48427672955974
2540,white,5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,6,18.81188118811881,202.1739130434783,78.83461868037702,97.68637532133675
2541,white,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,7,27.551020408163264,768.75,22.56699576868829,97.32016925246826
2542,white,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7,17.5,67.93893129770993,173.50993377483445,96.68874172185431
2543,white,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6,38.55421686746988,201.75438596491227,79.16666666666667,97.22222222222221
2544,white,6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,6,25.67567567567568,73.80952380952382,180.77474892395983,90.38737446197992
2545,white,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8,25.40983606557377,205.55555555555554,69.23076923076923,94.87179487179486
2546,white,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,8,22.65625,495.45454545454544,29.891304347826093,96.46739130434783
2547,white,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,5,15.068493150684931,175.75757575757578,70.89151450053706,96.67024704618689
2548,white,6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,4,7.6923076923076925,147.82608695652172,103.13901345291481,94.17040358744396
2549,white,8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,8,13.333333333333334,154.41176470588235,80.76009501187649,97.38717339667457
2550,white,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6,20.512820512820515,316.6666666666667,49.382716049382715,97.39368998628258
2551,white,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6,24.57627118644068,883.3333333333334,14.814814814814815,97.53086419753087
2552,white,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6,40.20618556701031,196.61016949152543,80.16304347826087,96.46739130434783
2553,white,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.79,12.3,8,16.774193548387096,300.0,56.944444444444436,95.83333333333333
2554,white,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6,17.741935483870968,152.11267605633805,84.62455303933255,96.5435041716329
2555,white,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6,42.30769230769231,807.1428571428572,23.450586264656618,97.15242881072027
2556,white,5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,5,34.92063492063492,1162.5,12.668250197941408,93.42834520981789
2557,white,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,6,12.5,769.2307692307692,19.033674963396777,96.6325036603221
2559,white,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,13.636363636363637,1019.9999999999999,13.793103448275861,95.17241379310344
2560,white,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,26.21359223300971,675.0,20.671834625323,98.19121447028425
2561,white,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,4,21.16788321167883,85.59322033898304,124.47257383966246,97.0464135021097
2562,white,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6,18.88888888888889,257.77777777777777,70.53291536050156,97.17868338557994
2563,white,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,5,23.80952380952381,827.2727272727273,20.128087831655996,96.9807868252516
2564,white,9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,4,16.0,100.0,99.50248756218905,97.51243781094527
2565,white,6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,6,20.3125,1266.6666666666667,12.820512820512821,96.86609686609687
2566,white,7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,6,24.285714285714285,1270.0,13.477088948787062,97.03504043126685
2567,white,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5,22.435897435897434,1027.2727272727273,14.379084967320262,96.73202614379085
2568,white,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7,34.5679012345679,945.4545454545454,13.126491646778046,97.85202863961814
2569,white,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,20.689655172413797,640.0,23.734177215189877,96.51898734177216
2570,white,7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,4,6.722689075630252,1010.0,13.531799729364007,94.72259810554804
2571,white,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,7,17.02127659574468,417.2413793103448,42.27405247813411,94.75218658892128
2572,white,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,6,32.323232323232325,1016.6666666666667,16.23815967523681,96.07577807848445
2573,white,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,5,20.21276595744681,67.60563380281691,199.15848527349226,96.77419354838709
2574,white,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5,20.98765432098765,51.54061624649859,197.0198675496689,93.81898454746137
2575,white,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,5,31.904761904761905,133.80281690140845,108.72894333843797,96.47779479326186
2576,white,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,5,29.646017699115045,117.10526315789474,119.68503937007874,96.06299212598425
2577,white,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,5,34.5679012345679,64.70588235294119,182.30563002680967,96.51474530831099
2578,white,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,5,14.52991452991453,750.0,18.64181091877497,95.87217043941412
2579,white,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,5,23.07692307692308,783.3333333333334,14.545454545454545,96.96969696969697
2580,white,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6,27.2,230.18867924528303,73.81615598885794,97.49303621169916
2581,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,23.417721518987346,86.92307692307692,157.958687727825,94.77521263669502
2582,white,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,25.384615384615383,274.1573033707865,52.35294117647059,97.64705882352942
2583,white,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6,38.04347826086956,1016.6666666666667,18.264840182648403,95.8904109589041
2584,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,12.0,933.3333333333334,15.873015873015872,97.88359788359787
2585,white,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,6,28.48837209302325,174.24242424242425,93.0888575458392,97.32016925246826
2586,white,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5,7.971014492753623,845.4545454545455,14.473684210526317,94.73684210526315
2587,white,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7,23.71794871794872,84.28571428571429,172.41379310344828,93.5960591133005
2589,white,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,5,29.33333333333333,82.14285714285714,154.6961325966851,95.30386740331491
2590,white,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,29.166666666666668,451.85185185185185,36.885245901639344,96.99453551912569
2591,white,7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,6,20.30075187969925,235.55555555555554,56.17977528089888,98.62671660424469
2592,white,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,6,22.65625,344.44444444444446,41.52249134948097,98.03921568627452
2593,white,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44,10.8,6,32.926829268292686,200.0,82.50572956455309,97.78456837280366
2594,white,8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,0.46,11.0,6,8.02919708029197,916.6666666666667,14.134275618374557,97.76207302709071
2595,white,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,8,30.4635761589404,139.56043956043956,107.81990521327015,94.7867298578199
2596,white,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,5,11.656441717791411,1274.9999999999998,11.11111111111111,97.22222222222221
2597,white,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7,31.25,410.0,40.816326530612244,96.59863945578232
2598,white,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,5,25.0,612.5,23.73887240356083,96.43916913946587
2599,white,7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4,5,12.5,844.4444444444443,16.853932584269664,97.37827715355806
2600,white,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,6,30.46875,183.0508474576271,81.94444444444444,97.22222222222221
2601,white,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4,15.294117647058824,263.88888888888886,50.34965034965035,96.50349650349649
2602,white,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6,12.16216216216216,784.6153846153845,17.857142857142858,98.90109890109889
2604,white,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6,9.615384615384617,900.0,14.796547472256474,93.71146732429101
2605,white,7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,6,24.52830188679245,250.00000000000003,56.650246305418705,97.29064039408865
2606,white,7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,6,16.129032258064516,535.0,25.44529262086514,97.96437659033079
2607,white,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,6,20.967741935483872,594.1176470588235,24.817518248175183,96.35036496350365
2608,white,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,6,30.48128342245989,433.33333333333337,34.98542274052478,97.667638483965
2609,white,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,3,5.970149253731344,197.82608695652175,58.823529411764696,95.9079283887468
2610,white,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,6,15.873015873015872,706.6666666666666,19.53125,96.35416666666666
2611,white,6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,6,33.333333333333336,1044.4444444444443,14.173228346456693,97.63779527559055
2613,white,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6,30.357142857142858,71.42857142857143,196.74556213017752,96.15384615384616
2614,white,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,5,27.807486631016044,52.10084033613445,221.46401985111663,98.01488833746897
2615,white,5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,6,23.93162393162393,936.3636363636363,19.014693171996548,96.80207433016423
2616,white,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,5,8.24742268041237,853.8461538461538,16.883116883116884,97.4025974025974
2617,white,8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,5,25.0,106.38297872340425,113.25301204819276,96.38554216867469
2618,white,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,8,21.666666666666668,136.66666666666666,107.9136690647482,95.92326139088729
2619,white,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,8,22.580645161290324,143.35260115606937,107.45341614906832,95.65217391304347
2620,white,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,7,22.84263959390863,128.125,121.67300380228137,96.32446134347275
2621,white,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,5,9.67741935483871,945.4545454545454,15.027322404371587,91.53005464480874
2622,white,6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,3.13,0.48,12.1,7,27.77777777777778,1008.3333333333334,16.973125884016973,96.18104667609617
2623,white,7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,3.16,0.42,12.5,6,26.74418604651163,694.4444444444445,22.58469259723965,96.61229611041405
2624,white,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,3.22,0.6,13.0,6,9.03225806451613,619.047619047619,29.12621359223301,92.92649098474341
2625,white,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,7,19.696969696969692,118.2795698924731,122.5296442687747,97.49670619235836
2626,white,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5,20.118343195266277,594.1176470588235,20.0,97.64705882352942
2627,white,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5,14.049586776859504,766.6666666666666,17.39130434782609,95.65217391304348
2628,white,6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,7,19.35483870967742,273.9130434782609,64.24581005586592,94.97206703910615
2629,white,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8,19.047619047619047,95.3125,178.5216178521618,97.62900976290098
2630,white,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,7,30.0,653.3333333333334,15.991471215351813,98.08102345415779
2631,white,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,6,24.87804878048781,135.80246913580248,97.59036144578315,97.59036144578315
2632,white,7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6,36.875,133.33333333333334,93.05210918114143,96.77419354838709
2633,white,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,6,29.41176470588235,67.58620689655173,206.84736091298146,97.00427960057061
2634,white,7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,5,10.416666666666666,656.25,19.75308641975309,97.53086419753087
2635,white,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,5,6.896551724137931,555.5555555555555,22.004889975550125,97.79951100244499
2636,white,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,6,11.904761904761903,350.0,35.43743078626799,97.45293466223698
2637,white,7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7,21.64179104477612,117.02127659574468,125.0,97.07446808510639
2638,white,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,6,29.81366459627329,113.13131313131312,131.64893617021278,97.07446808510639
2639,white,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,6,25.0,807.6923076923076,17.43796109993293,97.92085848423876
2640,white,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,6,34.41558441558441,110.41666666666667,114.01425178147268,97.38717339667457
2641,white,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,6,31.901840490797547,113.9784946236559,110.18957345971566,97.15639810426539
2642,white,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,6,23.157894736842103,153.84615384615384,90.38238702201622,97.33487833140208
2643,white,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,6,22.75449101796407,594.1176470588235,20.0,97.64705882352942
2644,white,6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,5,9.146341463414634,785.7142857142858,19.69057665260197,97.0464135021097
2645,white,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,6,16.756756756756758,111.11111111111111,109.0909090909091,96.96969696969697
2646,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,25.949367088607595,47.933884297520656,266.51982378854626,96.91629955947137
2647,white,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,30.128205128205128,69.6,167.33601070950468,96.38554216867469
